	ID	quota sec	word	previous + word	first_letter	strategy	order_letter	order_whole_test	frequency	pause	VP	VS	N of words	N of words_P	N of words_O	N of words_S	mean pause	type	strategy_name	strategy_paper_name
432	К_М_19	1	округлый	['оранжевый', 'округлый']	о	8	4	21	10.5	2.19			39	17	11	11	3.296666667	students	individual association strategy	S4
433	К_М_19	1	окно	['округлый', 'окно']	о	8	5	22	280.8	5.26			39	17	11	11	3.296666667	students	individual association strategy	S4
434	К_М_19	2	ортодоксальный	['окно', 'ортодоксальный']	о	8	6	23	3.6	9.56			39	17	11	11	3.296666667	students	individual association strategy	S4
435	К_М_19	2	оммаж	['ортодоксальный', 'оммаж']	о	8	7	24		7.97			39	17	11	11	3.296666667	students	individual association strategy	S4
436	К_М_19	3	осока	['оммаж', 'осока']	о	8	8	25	2.2	11.48			39	17	11	11	3.296666667	students	individual association strategy	S4
437	К_М_19	3	оса	['осока', 'оса']	о	1	9	26	3.2	0.24			39	17	11	11	3.296666667	students	phonetic strategy	S1
438	К_М_19	3	осина	['оса', 'осина']	о	1	10	27	5.2	2.15			39	17	11	11	3.296666667	students	phonetic strategy	S1
439	К_М_19	3	острый	['осина', 'острый', '']	о	8	11	28	85.1	4.02			39	17	11	11	3.296666667	students	individual association strategy	S4
440	К_М_19	1	стол		с	nan	1	29	402.5				39	17	11	11	3.296666667	students		
441	К_М_19	1	совещание	['стол', 'совещание', '']	с	3	2	30	43.3	1.02			39	17	11	11	3.296666667	students	semantic-field strategy	S3
442	К_М_19	1	стипендия	['совещание', 'стипендия']	с	8	3	31	10.0	0.98			39	17	11	11	3.296666667	students	individual association strategy	S4
443	К_М_19	1	студент	['стипендия', 'студент']	с	3	4	32	105.4	0.52			39	17	11	11	3.296666667	students	semantic-field strategy	S3
444	К_М_19	1	строгий	['студент', 'строгий']	с	8	5	33	62.8	2.79			39	17	11	11	3.296666667	students	individual association strategy	S4
445	К_М_19	1	сильный	['строгий', 'сильный']	с	3	6	34	220.5	2.42			39	17	11	11	3.296666667	students	semantic-field strategy	S3
446	К_М_19	2	советчик	['сильный', 'советчик']	с	8	7	35	2.8	6.35			39	17	11	11	3.296666667	students	individual association strategy	S4
447	К_М_19	2	Советский	['советчик', 'Советский', 'Союз']	с	2	8	36		0.3			39	17	11	11	3.296666667	students	derivative strategy	S2
448	К_М_19	2	Союз	['Советский', 'Союз', 'согласованный']	с	8	9	37	5.0	7.39		1.0	39	17	11	11	3.296666667	students	individual association strategy	S4
449	К_М_19	2	солнце	['согласованный', 'солнце']	с	8	10	38	165.2	3.59			39	17	11	11	3.296666667	students	individual association strategy	S4
450	К_М_19	3	совествливый	['солнце', 'совествливый']	с	8	11	39	2.0	7.83			39	17	11	11	3.296666667	students	individual association strategy	S4
451	К_П_12	1	подоконник		п	nan	1	1	21.7				51	19	14	18	2.480416667	students		
452	К_П_12	1	перила	['подоконник', 'перила']	п	3	2	2	10.6	0.22			51	19	14	18	2.480416667	students	semantic-field strategy	S3
453	К_П_12	1	пограничный	['перила', 'пограничный']	п	8	3	3	16.4	0.76			51	19	14	18	2.480416667	students	individual association strategy	S4
454	К_П_12	1	почему	['пограничный', 'почему']	п	8	4	4	507.2	1.31	1.0		51	19	14	18	2.480416667	students	individual association strategy	S4
455	К_П_12	1	потому	['почему', 'потому', '']	п	7	5	5	769.3	0.79			51	19	14	18	2.480416667	students	semantic-field strategy	S3
456	К_П_12	1	польза	['потому', 'польза']	п	8	6	6	76.6	1.63			51	19	14	18	2.480416667	students	individual association strategy	S4
457	К_П_12	1	причина	['польза', 'причина']	п	8	7	7	237.2	0.1			51	19	14	18	2.480416667	students	individual association strategy	S4
458	К_П_12	1	последствие	['причина', 'последствие', '']	п	3	8	8	70.6	0.69			51	19	14	18	2.480416667	students	semantic-field strategy	S3
459	К_П_12	1	признак	['последствие', 'признак', '']	п	8	9	9	78.9	0.67			51	19	14	18	2.480416667	students	individual association strategy	S4
460	К_П_12	1	помощь	['признак', 'помощь']	п	8	10	10	300.1	1.72			51	19	14	18	2.480416667	students	individual association strategy	S4
461	К_П_12	1	популяция	['помощь', 'популяция', '']	п	8	11	11	10.4	1.31			51	19	14	18	2.480416667	students	individual association strategy	S4
462	К_П_12	2	пиксель	['популяция', 'пиксель']	п	8	12	12	0.5	8.11		1.0	51	19	14	18	2.480416667	students	individual association strategy	S4
463	К_П_12	2	понт	['пиксель', 'понт']	п	8	13	13	2.5	3.73	1.0		51	19	14	18	2.480416667	students	individual association strategy	S4
464	К_П_12	2	писатель	['понт', 'писатель']	п	8	14	14	166.3	5.26	1.0	1.0	51	19	14	18	2.480416667	students	individual association strategy	S4
465	К_П_12	2	поэт	['писатель', 'поэт']	п	8	15	15	155.1	0.63			51	19	14	18	2.480416667	students	individual association strategy	S4
466	К_П_12	3	поддержка	['поэт', 'поддержка']	п	8	16	16	110.6	2.84			51	19	14	18	2.480416667	students	individual association strategy	S4
467	К_П_12	3	писк	['поддержка', 'писк']	п	8	17	17	4.2	7.83		1.0	51	19	14	18	2.480416667	students	individual association strategy	S4
468	К_П_12	3	пик	['писк', 'пик']	п	1	18	18	16.0	0.57			51	19	14	18	2.480416667	students	phonetic strategy	S1
469	К_П_12	3	песок	['пик', 'песок']	п	8	19	19	55.3	2.0			51	19	14	18	2.480416667	students	individual association strategy	S4
470	К_П_12	1	оптика		о	nan	1	20	4.4				51	19	14	18	2.480416667	students		
471	К_П_12	1	оптимизм	['оптика', 'оптимизм']	о	1	2	21	13.2	0.3			51	19	14	18	2.480416667	students	phonetic strategy	S1
472	К_П_12	1	облако	['оптимизм', 'облако']	о	8	3	22	43.0	0.72			51	19	14	18	2.480416667	students	individual association strategy	S4
473	К_П_12	1	обезьяна	['облако', 'обезьяна', '']	о	8	4	23	17.4	0.44			51	19	14	18	2.480416667	students	individual association strategy	S4
474	К_П_12	1	оптимум	['обезьяна', 'оптимум']	о	8	5	24	0.9	1.87			51	19	14	18	2.480416667	students	individual association strategy	S4
475	К_П_12	1	отличный	['оптимум', 'отличный']	о	8	6	25	50.7	2.73			51	19	14	18	2.480416667	students	individual association strategy	S4
476	К_П_12	2	очень	['отличный', 'очень']	о	3	7	26	1286.8	10.48	1.0	1.0	51	19	14	18	2.480416667	students	semantic-field strategy	S3
477	К_П_12	2	открыто	['очень', 'открыто']	о	3	8	27	22.8	1.67			51	19	14	18	2.480416667	students	semantic-field strategy	S3
478	К_П_12	2	окно	['открыто', 'окно']	о	8	9	28	280.8	11.64	1.0	1.0	51	19	14	18	2.480416667	students	individual association strategy	S4
479	К_П_12	3	ор	['окно', 'ор']	о	8	10	29	7.0	2.0			51	19	14	18	2.480416667	students	individual association strategy	S4
480	К_П_12	3	отблеск	['ор', 'отблеск']	о	8	11	30	5.7	2.75			51	19	14	18	2.480416667	students	individual association strategy	S4
481	К_П_12	3	отрывок	['отблеск', 'отрывок']	о	2	12	31	14.0	0.1			51	19	14	18	2.480416667	students	derivative strategy	S2
482	К_П_12	3	обрывок	['отрывок', 'обрывок']	о	2	13	32	11.5	0.39			51	19	14	18	2.480416667	students	derivative strategy	S2
483	К_П_12	3	окончание	['обрывок', 'окончание']	о	3	14	33	58.9	6.49			51	19	14	18	2.480416667	students	semantic-field strategy	S3
484	К_П_12	1	сестра		с	nan	1	34	121.3				51	19	14	18	2.480416667	students		
485	К_П_12	1	сила	['сестра', 'сила']	с	8	2	35	645.8	1.25			51	19	14	18	2.480416667	students	individual association strategy	S4
486	К_П_12	1	случай	['сила', 'случай']	с	8	3	36	709.7	1.22			51	19	14	18	2.480416667	students	individual association strategy	S4
487	К_П_12	1	способность	['случай', 'способность']	с	8	4	37	99.9	0.97			51	19	14	18	2.480416667	students	individual association strategy	S4
488	К_П_12	1	смышленый	['способность', 'смышленый']	с	3	5	38	2.2	1.87			51	19	14	18	2.480416667	students	semantic-field strategy	S3
489	К_П_12	1	смущенный	['смышленый', 'смущенный']	с	8	6	39	3.3	2.58			51	19	14	18	2.480416667	students	individual association strategy	S4
490	К_П_12	1	стеснение	['смущенный', 'стеснение', '']	с	6	7	40	2.1	1.13			51	19	14	18	2.480416667	students	semantic-field strategy	S3
491	К_П_12	2	стук	['стеснение', 'стук']	с	8	8	41	23.5	6.42		1.0	51	19	14	18	2.480416667	students	individual association strategy	S4
492	К_П_12	2	скрип	['стук', 'скрип']	с	3	9	42	10.6	0.66			51	19	14	18	2.480416667	students	semantic-field strategy	S3
493	К_П_12	2	сигнал	['скрип', 'сигнал']	с	3	10	43	56.5	1.84			51	19	14	18	2.480416667	students	semantic-field strategy	S3
494	К_П_12	2	сочный	['сигнал', 'сочный']	с	8	11	44	9.4	3.18		1.0	51	19	14	18	2.480416667	students	individual association strategy	S4
495	К_П_12	2	сухой	['сочный', 'сухой']	с	3	12	45	83.0	1.09			51	19	14	18	2.480416667	students	semantic-field strategy	S3
496	К_П_12	2	стоп	['сухой', 'стоп']	с	8	13	46	1.5	3.43			51	19	14	18	2.480416667	students	individual association strategy	S4
497	К_П_12	3	столько	['стоп', 'столько']	с	1	14	47	99.7	1.56			51	19	14	18	2.480416667	students	phonetic strategy	S1
498	К_П_12	3	сколько	['столько', 'сколько']	с	1	15	48	273.4	0.58			51	19	14	18	2.480416667	students	phonetic strategy	S1
499	К_П_12	3	смысл	['сколько', 'смысл']	с	8	16	49	294.6	2.54			51	19	14	18	2.480416667	students	individual association strategy	S4
500	К_П_12	3	серьезно	['смысл', 'серьезно']	с	3	17	50	61.6	1.98			51	19	14	18	2.480416667	students	semantic-field strategy	S3
501	К_П_12	3	симпатия	['серьезно', 'симпатия']	с	8	18	51	18.9	5.01			51	19	14	18	2.480416667	students	individual association strategy	S4
502	Л_Д_11	1	пирожок		п	nan	1	1	12.1				46	19	7	20	2.540697674	students		
503	Л_Д_11	1	подъезд	['пирожок', 'подъезд', '']	п	8	2	2	56.1	0.1			46	19	7	20	2.540697674	students	individual association strategy	S4
504	Л_Д_11	1	пончик	['подъезд', 'пончик']	п	33	3	3	1.5	0.4			46	19	7	20	2.540697674	students	semantic-field strategy	S3
505	Л_Д_11	1	полка	['пончик', 'полка']	п	8	4	4	41.9	1.76	1.0		46	19	7	20	2.540697674	students	individual association strategy	S4
506	Л_Д_11	1	пирамида	['полка', 'пирамида']	п	8	5	5	16.0	0.57			46	19	7	20	2.540697674	students	individual association strategy	S4
507	Л_Д_11	1	привет	['пирамида', 'привет']	п	8	6	6	45.8	2.62	1.0		46	19	7	20	2.540697674	students	individual association strategy	S4
508	Л_Д_11	1	пока	['привет', 'пока']	п	7	7	7	213.4	0.6			46	19	7	20	2.540697674	students	semantic-field strategy	S3
509	Л_Д_11	1	пользуйся	['пока', 'пользуйся']	п	8	8	8		0.86			46	19	7	20	2.540697674	students	individual association strategy	S4
510	Л_Д_11	1	пилочка	['пользуйся', 'пилочка']	п	8	9	9	0.6	2.75		1.0	46	19	7	20	2.540697674	students	individual association strategy	S4
511	Л_Д_11	1	пилот	['пилочка', 'пилот']	п	1	10	10	26.9	0.76			46	19	7	20	2.540697674	students	phonetic strategy	S1
512	Л_Д_11	2	пить	['пилот', 'пить']	п	8	11	11	200.9	3.61	1.0	1.0	46	19	7	20	2.540697674	students	individual association strategy	S4
513	Л_Д_11	2	панк	['пить', 'панк']	п	1	12	12	4.0	4.28	1.0		46	19	7	20	2.540697674	students	phonetic strategy	S1
514	Л_Д_11	2	полк	['панк', 'полк']	п	8	13	13	51.3	2.22			46	19	7	20	2.540697674	students	individual association strategy	S4
515	Л_Д_11	2	пицца	['полк', 'пицца']	п	8	14	14	3.3	1.88			46	19	7	20	2.540697674	students	individual association strategy	S4
516	Л_Д_11	2	пятка	['пицца', 'пятка']	п	8	15	15	13.1	2.76	1.0		46	19	7	20	2.540697674	students	individual association strategy	S4
517	Л_Д_11	2	пижама	['пятка', 'пижама', '']	п	8	16	16	4.7	2.02			46	19	7	20	2.540697674	students	individual association strategy	S4
518	Л_Д_11	3	пинта	['пижама', 'пинта']	п	8	17	17		15.26	1.0		46	19	7	20	2.540697674	students	individual association strategy	S4
519	Л_Д_11	3	пиво	['пинта', 'пиво']	п	3	18	18	60.3	0.68			46	19	7	20	2.540697674	students	semantic-field strategy	S3
520	Л_Д_11	3	пилигрим	['пиво', 'пилигрим']	п	8	19	19	0.9	0.69			46	19	7	20	2.540697674	students	individual association strategy	S4
521	Л_Д_11	1	оса		о	nan	1	20	3.2				46	19	7	20	2.540697674	students		
522	Л_Д_11	1	облако	['оса', 'облако', '']	о	8	2	21	43.0	0.34			46	19	7	20	2.540697674	students	individual association strategy	S4
523	Л_Д_11	1	орнитолог	['облако', 'орнитолог', '']	о	8	3	22	0.7	0.73			46	19	7	20	2.540697674	students	individual association strategy	S4
524	Л_Д_11	1	онтогенез	['орнитолог', 'онтогенез']	о	4	4	23	1.7	4.49	1.0		46	19	7	20	2.540697674	students	semantic-field strategy	S3
525	Л_Д_11	2	оскар	['онтогенез', 'оскар']	о	8	5	24	7.6	9.74	1.0		46	19	7	20	2.540697674	students	individual association strategy	S4
526	Л_Д_11	2	округ	['оскар', 'округ']	о	8	6	25	67.6	6.82	1.0		46	19	7	20	2.540697674	students	individual association strategy	S4
527	Л_Д_11	2	опиум	['округ', 'опиум']	о	8	7	26	1.8	4.04			46	19	7	20	2.540697674	students	individual association strategy	S4
528	Л_Д_11	1	сапог		с	nan	1	27	62.0				46	19	7	20	2.540697674	students		
529	Л_Д_11	1	стирка	['сапог', 'стирка']	с	8	2	28	7.7	0.1			46	19	7	20	2.540697674	students	individual association strategy	S4
530	Л_Д_11	1	стрижка	['стирка', 'стрижка']	с	1	3	29	7.2	2.46	1.0		46	19	7	20	2.540697674	students	phonetic strategy	S1
531	Л_Д_11	1	сумка	['стрижка', 'сумка', '']	с	8	4	30	55.5	0.1			46	19	7	20	2.540697674	students	individual association strategy	S4
532	Л_Д_11	1	слива	['сумка', 'слива']	с	8	5	31	5.5	0.39			46	19	7	20	2.540697674	students	individual association strategy	S4
533	Л_Д_11	1	собака	['слива', 'собака', '']	с	8	6	32	132.2	0.77			46	19	7	20	2.540697674	students	individual association strategy	S4
534	Л_Д_11	1	сон	['собака', 'сон']	с	8	7	33	152.7	0.45			46	19	7	20	2.540697674	students	individual association strategy	S4
535	Л_Д_11	1	сила	['сон', 'сила']	с	8	8	34	645.8	0.43			46	19	7	20	2.540697674	students	individual association strategy	S4
536	Л_Д_11	1	сметана	['сила', 'сметана']	с	8	9	35	9.0	3.26	1.0		46	19	7	20	2.540697674	students	individual association strategy	S4
537	Л_Д_11	1	сулит	['сметана', 'сулит']	с	8	10	36	10.0	2.88	1.0		46	19	7	20	2.540697674	students	individual association strategy	S4
538	Л_Д_11	2	сурок	['сулит', 'сурок']	с	8	11	37	1.2	0.89			46	19	7	20	2.540697674	students	individual association strategy	S4
539	Л_Д_11	2	с	['сурок', 'с']	с	8	12	38	11311.9	7.35	1.0		46	19	7	20	2.540697674	students	individual association strategy	S4
540	Л_Д_11	2	сок	['с', 'сок']	с	8	13	39	35.8	4.99	1.0		46	19	7	20	2.540697674	students	individual association strategy	S4
541	Л_Д_11	2	синхрофазотрон	['сок', 'синхрофазотрон']	с	4	14	40	0.5	2.2	1.0		46	19	7	20	2.540697674	students	semantic-field strategy	S3
542	Л_Д_11	2	солярий	['синхрофазотрон', 'солярий']	с	8	15	41	2.3	1.0			46	19	7	20	2.540697674	students	individual association strategy	S4
543	Л_Д_11	3	слово	['солярий', 'слово']	с	8	16	42	967.9	1.56	1.0		46	19	7	20	2.540697674	students	individual association strategy	S4
544	Л_Д_11	3	силлогизм	['слово', 'силлогизм']	с	3	17	43	0.8	1.61	1.0		46	19	7	20	2.540697674	students	semantic-field strategy	S3
545	Л_Д_11	3	солнце	['силлогизм', 'солнце']	с	8	18	44	165.2	4.89	1.0		46	19	7	20	2.540697674	students	individual association strategy	S4
546	Л_Д_11	3	соска	['солнце', 'соска']	с	8	19	45	1.7	1.81			46	19	7	20	2.540697674	students	individual association strategy	S4
547	Л_Д_11	3	сор	['соска', 'сор']	с	8	20	46	3.8	2.13			46	19	7	20	2.540697674	students	individual association strategy	S4
548	М_А_7	1	Пентагон		п	nan	1	1	4.3				48	20	11	17	2.349555556	students		
549	М_А_7	1	полость	['Пентагон', 'полость']	п	8	2	2	12.9	3.44	1.0		48	20	11	17	2.349555556	students	individual association strategy	S4
550	М_А_7	1	портрет	['полость', 'портрет']	п	8	3	3	73.6	2.48	1.0		48	20	11	17	2.349555556	students	individual association strategy	S4
551	М_А_7	1	пенал	['портрет', 'пенал']	п	8	4	4	1.6	1.06	1.0		48	20	11	17	2.349555556	students	individual association strategy	S4
552	М_А_7	1	парта	['пенал', 'парта']	п	3	5	5	13.3	0.2			48	20	11	17	2.349555556	students	semantic-field strategy	S3
553	М_А_7	1	полиграф	['парта', 'полиграф']	п	4	6	6	0.5	1.63	1.0		48	20	11	17	2.349555556	students	semantic-field strategy	S3
554	М_А_7	1	патчи	['полиграф', 'патчи']	п	8	7	7		5.55	1.0		48	20	11	17	2.349555556	students	individual association strategy	S4
555	М_А_7	2	пока	['патчи', 'пока']	п	8	8	8	213.4	3.95	1.0		48	20	11	17	2.349555556	students	individual association strategy	S4
556	М_А_7	2	привет	['пока', 'привет']	п	7	9	9	45.8	1.09			48	20	11	17	2.349555556	students	semantic-field strategy	S3
557	М_А_7	2	пласт	['привет', 'пласт']	п	8	10	10	19.2	6.42	1.0		48	20	11	17	2.349555556	students	individual association strategy	S4
558	М_А_7	2	пенопласт	['пласт', 'пенопласт']	п	2	11	11	0.8	0.83			48	20	11	17	2.349555556	students	derivative strategy	S2
559	М_А_7	2	перила	['пенопласт', 'перила']	п	8	12	12	10.6	2.73			48	20	11	17	2.349555556	students	individual association strategy	S4
560	М_А_7	3	пирог	['перила', 'пирог']	п	8	13	13	16.3	3.72			48	20	11	17	2.349555556	students	individual association strategy	S4
561	М_А_7	3	пирожок	['пирог', 'пирожок']	п	2	14	14	12.1	0.65	1.0		48	20	11	17	2.349555556	students	derivative strategy	S2
562	М_А_7	3	пластырь	['пирожок', 'пластырь']	п	8	15	15	2.7	2.72	1.0		48	20	11	17	2.349555556	students	individual association strategy	S4
563	М_А_7	3	похититель	['пластырь', 'похититель']	п	8	16	16	3.1	4.55			48	20	11	17	2.349555556	students	individual association strategy	S4
564	М_А_7	3	положение	['похититель', 'положение']	п	8	17	17	268.2	2.36			48	20	11	17	2.349555556	students	individual association strategy	S4
565	М_А_7	3	перемены	['положение', 'перемены']	п	8	18	18	48.1	1.92			48	20	11	17	2.349555556	students	individual association strategy	S4
566	М_А_7	3	перспектива	['перемены', 'перспектива']	п	8	19	19	79.4	0.1			48	20	11	17	2.349555556	students	individual association strategy	S4
567	М_А_7	3	покупка	['перспектива', 'покупка']	п	8	20	20	41.7	2.1	1.0		48	20	11	17	2.349555556	students	individual association strategy	S4
568	М_А_7	1	облако		о	nan	1	21	43.0				48	20	11	17	2.349555556	students		
569	М_А_7	1	обезьяна	['облако', 'обезьяна']	о	8	2	22	17.4	0.1			48	20	11	17	2.349555556	students	individual association strategy	S4
570	М_А_7	1	осознанность	['обезьяна', 'осознанность']	о	4	3	23	0.6	2.33	1.0		48	20	11	17	2.349555556	students	semantic-field strategy	S3
571	М_А_7	1	огурец	['осознанность', 'огурец']	о	8	4	24	18.9	1.46			48	20	11	17	2.349555556	students	individual association strategy	S4
572	М_А_7	1	орангутан	['огурец', 'орангутан']	о	8	5	25	0.4	2.36			48	20	11	17	2.349555556	students	individual association strategy	S4
573	М_А_7	1	ощущение	['орангутан', 'ощущение']	о	8	6	26	103.3	3.02	1.0		48	20	11	17	2.349555556	students	individual association strategy	S4
574	М_А_7	2	ориентация	['ощущение', 'ориентация']	о	8	7	27	19.4	6.61			48	20	11	17	2.349555556	students	individual association strategy	S4
575	М_А_7	2	окунь	['ориентация', 'окунь']	о	8	8	28	3.5	1.51			48	20	11	17	2.349555556	students	individual association strategy	S4
576	М_А_7	2	обломок	['окунь', 'обломок']	о	8	9	29	13.6	1.75			48	20	11	17	2.349555556	students	individual association strategy	S4
577	М_А_7	2	орел	['обломок', 'орел']	о	33	10	30	19.7	8.99	1.0	1.0	48	20	11	17	2.349555556	students	semantic-field strategy	S3
578	М_А_7	3	океан	['орел', 'океан']	о	8	11	31	49.8	3.79			48	20	11	17	2.349555556	students	individual association strategy	S4
579	М_А_7	1	собака		с	nan	1	32	132.2				48	20	11	17	2.349555556	students		
580	М_А_7	1	селезень	['собака', 'селезень']	с	3	2	33	0.7	1.2	1.0		48	20	11	17	2.349555556	students	semantic-field strategy	S3
581	М_А_7	1	сериал	['селезень', 'сериал']	с	8	3	34	12.9	1.93	1.0		48	20	11	17	2.349555556	students	individual association strategy	S4
582	М_А_7	1	суматоха	['сериал', 'суматоха']	с	8	4	35	3.7	1.32	1.0		48	20	11	17	2.349555556	students	individual association strategy	S4
583	М_А_7	1	сентябрь	['суматоха', 'сентябрь']	с	8	5	36	92.1	0.72			48	20	11	17	2.349555556	students	individual association strategy	S4
584	М_А_7	1	секта	['сентябрь', 'секта']	с	8	6	37	6.6	0.3			48	20	11	17	2.349555556	students	individual association strategy	S4
585	М_А_7	1	сетка	['секта', 'сетка']	с	1	7	38	24.1	0.63			48	20	11	17	2.349555556	students	phonetic strategy	S1
586	М_А_7	1	собака	['сетка', 'собака']	с	8	8	39	132.2	2.63	1.0		48	20	11	17	2.349555556	students	individual association strategy	S4
587	М_А_7	1	состояние	['собака', 'состояние']	с	8	9	40	294.4	1.69		1.0	48	20	11	17	2.349555556	students	individual association strategy	S4
588	М_А_7	2	свет	['состояние', 'свет']	с	8	10	41	359.7	1.51			48	20	11	17	2.349555556	students	individual association strategy	S4
589	М_А_7	2	совокупность	['свет', 'совокупность']	с	8	11	42	26.6	2.7	1.0		48	20	11	17	2.349555556	students	individual association strategy	S4
590	М_А_7	2	совесть	['совокупность', 'совесть']	с	1	12	43	58.6	0.85			48	20	11	17	2.349555556	students	phonetic strategy	S1
591	М_А_7	2	сила	['совесть', 'сила']	с	3	13	44	645.8	0.62			48	20	11	17	2.349555556	students	semantic-field strategy	S3
592	М_А_7	2	слияние	['сила', 'слияние']	с	8	14	45	14.1	3.5	1.0		48	20	11	17	2.349555556	students	individual association strategy	S4
593	М_А_7	2	совмещения	['слияние', 'совмещения']	с	6	15	46	4.5	4.98			48	20	11	17	2.349555556	students	semantic-field strategy	S3
594	М_А_7	2	ситуация	['совмещения', 'ситуация']	с	8	16	47	298.8	1.63	1.0		48	20	11	17	2.349555556	students	individual association strategy	S4
595	М_А_7	3	степень	['ситуация', 'степень']	с	8	17	48	155.0	0.1			48	20	11	17	2.349555556	students	individual association strategy	S4
596	М_И_25	1	порок		п	nan	1	1	12.8				52	22	16	14	2.744693878	students		
597	М_И_25	1	почта	['порок', 'почта']	п	8	2	2	33.0	2.16	1.0		52	22	16	14	2.744693878	students	individual association strategy	S4
598	М_И_25	1	пчела	['почта', 'пчела']	п	8	3	3	10.3	0.01			52	22	16	14	2.744693878	students	individual association strategy	S4
599	М_И_25	1	перспективность	['пчела', 'перспективность']	п	8	4	4	2.2	8.36		1.0	52	22	16	14	2.744693878	students	individual association strategy	S4
600	М_И_25	1	перцепция	['перспективность', 'перцепция']	п	4	5	5		2.13	1.0		52	22	16	14	2.744693878	students	semantic-field strategy	S3
601	М_И_25	1	поле	['перцепция', 'поле']	п	8	6	6	180.2	1.28	1.0		52	22	16	14	2.744693878	students	individual association strategy	S4
602	М_И_25	2	повод	['поле', 'повод']	п	8	7	7	151.2	1.49	1.0		52	22	16	14	2.744693878	students	individual association strategy	S4
603	М_И_25	2	пик	['повод', 'пик']	п	8	8	8	16.0	1.26			52	22	16	14	2.744693878	students	individual association strategy	S4
604	М_И_25	2	подарок	['пик', 'подарок']	п	8	9	9	75.4	2.21			52	22	16	14	2.744693878	students	individual association strategy	S4
605	М_И_25	2	пень	['подарок', 'пень']	п	8	10	10	9.3	2.08	1.0		52	22	16	14	2.744693878	students	individual association strategy	S4
606	М_И_25	2	пульс	['пень', 'пульс']	п	8	11	11	9.4	3.09	1.0		52	22	16	14	2.744693878	students	individual association strategy	S4
607	М_И_25	2	порог	['пульс', 'порог']	п	8	12	12	64.2	1.33			52	22	16	14	2.744693878	students	individual association strategy	S4
608	М_И_25	2	пение	['порог', 'пение']	п	8	13	13	21.3	1.23			52	22	16	14	2.744693878	students	individual association strategy	S4
609	М_И_25	2	поведение	['пение', 'поведение']	п	1	14	14	100.7	1.8			52	22	16	14	2.744693878	students	phonetic strategy	S1
610	М_И_25	2	польза	['поведение', 'польза']	п	8	15	15	76.6	1.33			52	22	16	14	2.744693878	students	individual association strategy	S4
611	М_И_25	3	путь	['польза', 'путь']	п	8	16	16	357.3	1.54			52	22	16	14	2.744693878	students	individual association strategy	S4
612	М_И_25	3	пик	['путь', 'пик']	п	8	17	17	16.0	2.21	1.0		52	22	16	14	2.744693878	students	individual association strategy	S4
613	М_И_25	3	повод	['пик', 'повод']	п	8	18	18	151.2	5.76			52	22	16	14	2.744693878	students	individual association strategy	S4
614	М_И_25	3	поток	['повод', 'поток']	п	8	19	19	84.8	1.83			52	22	16	14	2.744693878	students	individual association strategy	S4
615	М_И_25	3	память	['поток', 'память']	п	8	20	20	174.5	3.06			52	22	16	14	2.744693878	students	individual association strategy	S4
616	М_И_25	3	песня	['память', 'песня']	п	8	21	21	160.1	2.7			52	22	16	14	2.744693878	students	individual association strategy	S4
617	М_И_25	3	пение	['песня', 'пение']	п	2	22	22	21.3	1.21			52	22	16	14	2.744693878	students	derivative strategy	S2
618	М_И_25	1	облако		о	nan	1	23	43.0				52	22	16	14	2.744693878	students		
619	М_И_25	1	окружность	['облако', 'окружность']	о	8	2	24	4.2	0.1			52	22	16	14	2.744693878	students	individual association strategy	S4
620	М_И_25	1	округ	['окружность', 'округ']	о	2	3	25	67.6	0.49			52	22	16	14	2.744693878	students	derivative strategy	S2
621	М_И_25	1	отдельно	['округ', 'отдельно']	о	8	4	26	37.7	1.54		1.0	52	22	16	14	2.744693878	students	individual association strategy	S4
622	М_И_25	1	орел	['отдельно', 'орел']	о	8	5	27	19.7	2.9	1.0		52	22	16	14	2.744693878	students	individual association strategy	S4
623	М_И_25	1	очерк	['орел', 'очерк']	о	8	6	28	20.1	1.67			52	22	16	14	2.744693878	students	individual association strategy	S4
624	М_И_25	1	омен	['очерк', 'омен']	о	8	7	29		1.57			52	22	16	14	2.744693878	students	individual association strategy	S4
625	М_И_25	1	онтогенез	['омен', 'онтогенез']	о	4	8	30	1.7	1.96			52	22	16	14	2.744693878	students	semantic-field strategy	S3
626	М_И_25	1	ортодоксальность	['онтогенез', 'ортодоксальность']	о	8	9	31		1.36			52	22	16	14	2.744693878	students	individual association strategy	S4
627	М_И_25	2	оптимум	['ортодоксальность', 'оптимум']	о	4	10	32	0.9	4.81	1.0		52	22	16	14	2.744693878	students	semantic-field strategy	S3
628	М_И_25	2	открытка	['оптимум', 'открытка']	о	8	11	33	18.9	2.42			52	22	16	14	2.744693878	students	individual association strategy	S4
629	М_И_25	2	открытие	['открытка', 'открытие']	о	2	12	34	80.2	0.98			52	22	16	14	2.744693878	students	derivative strategy	S2
630	М_И_25	2	основание	['открытие', 'основание']	о	3	13	35	158.8	2.49			52	22	16	14	2.744693878	students	semantic-field strategy	S3
631	М_И_25	3	оступ	['основание', 'оступ']	о	8	14	36		7.75			52	22	16	14	2.744693878	students	individual association strategy	S4
632	М_И_25	3	очередность	['оступ', 'очередность']	о	8	15	37	2.9	8.77			52	22	16	14	2.744693878	students	individual association strategy	S4
633	М_И_25	3	очередь	['очередность', 'очередь']	о	2	16	38	212.5	1.03			52	22	16	14	2.744693878	students	derivative strategy	S2
